name,city,latitude,longitude
Docstoc,Santa Monica,34.018275,-118.495025
Goodreads,Santa Monica,34.01052,-118.495981
PluggedIn,Santa Monica,34.007967,-118.489681
Titan Gaming,Santa Monica,53.544711,-113.515769
Tongal,Santa Monica,34.007112,-118.489748
